plant,stem_length_m,internode_id,internode_len_m
0107,2.1676,1,0.1146
0107,2.1676,2,0.259
0107,2.1676,3,0.1077
0107,2.1676,4,0.1714
0107,2.1676,5,0.1338
0107,2.1676,6,0.2262
0107,2.1676,7,0.0982
0107,2.1676,8,0.1645
0107,2.1676,9,0.1224
0108,1.9725,1,0.1122
0108,1.9725,2,0.138
0108,1.9725,3,0.1634
0108,1.9725,4,0.1369
0108,1.9725,5,0.1687
0108,1.9725,6,0.0158
0108,1.9725,7,0.1932
0108,1.9725,8,0.1474
0108,1.9725,9,0.1713
0108,1.9725,10,0.1501
0108,1.9725,11,0.1434
0109,1.6987,1,0.0559
0109,1.6987,2,0.1601
0109,1.6987,3,0.1819
0109,1.6987,4,0.1638
0109,1.6987,5,0.1461
0109,1.6987,6,0.1395
0109,1.6987,7,0.1332
0109,1.6987,8,0.1654
0109,1.6987,9,0.0456
0109,1.6987,10,0.1013
0110,1.9913,1,0.1077
0110,1.9913,2,0.1033
0110,1.9913,3,0.1374
0110,1.9913,4,0.1705
0110,1.9913,5,0.1706
0110,1.9913,6,0.1659
0110,1.9913,7,0.1412
0110,1.9913,8,0.1514
0110,1.9913,9,0.1265
0110,1.9913,10,0.0768
0111,1.8624,1,0.1115
0111,1.8624,2,0.1081
0111,1.8624,3,0.1356
0111,1.8624,4,0.1149
0111,1.8624,5,0.1584
0111,1.8624,6,0.0798
0111,1.8624,7,0.1772
0111,1.8624,8,0.1055
0111,1.8624,9,0.0993
0111,1.8624,10,0.1238
0111,1.8624,11,0.0978
0112,1.7708,1,0.097
0112,1.7708,2,0.1445
0112,1.7708,3,0.0749
0112,1.7708,4,0.1241
0112,1.7708,5,0.1243
0112,1.7708,6,0.1226
0112,1.7708,7,0.2069
0112,1.7708,8,0.0529
0112,1.7708,9,0.1445
0112,1.7708,10,0.0523
0112,1.7708,11,0.1358
0113,1.8748,1,0.0892
0113,1.8748,2,0.1478
0113,1.8748,3,0.1276
0113,1.8748,4,0.2093
0113,1.8748,5,0.1346
0113,1.8748,6,0.1334
0113,1.8748,7,0.1857
0113,1.8748,8,0.1254
0113,1.8748,9,0.1314
0114,1.6486,1,0.0945
0114,1.6486,2,0.1033
0114,1.6486,3,0.1642
0114,1.6486,4,0.0575
0114,1.6486,5,0.262
0114,1.6486,6,0.1403
0114,1.6486,7,0.159
0114,1.6486,8,0.1308
0115,2.1472,1,0.0842
0115,2.1472,2,0.11
0115,2.1472,3,0.1142
0115,2.1472,4,0.1765
0115,2.1472,5,0.1675
0115,2.1472,6,0.023
0115,2.1472,7,0.2145
0115,2.1472,8,0.1886
0115,2.1472,9,0.219
0115,2.1472,10,0.1268
0115,2.1472,11,0.1247
0115,2.1472,12,0.1093
0116,2.0016,1,0.1354
0116,2.0016,2,0.1792
0116,2.0016,3,0.1279
0116,2.0016,4,0.1918
0116,2.0016,5,0.1871
0116,2.0016,6,0.1578
0116,2.0016,7,0.1238
0116,2.0016,8,0.1086
0116,2.0016,9,0.1783
0117,1.9145,1,0.1651
0117,1.9145,2,0.1222
0117,1.9145,3,0.191
0117,1.9145,4,0.1573
0117,1.9145,5,0.2197
0117,1.9145,6,0.0101
0117,1.9145,7,0.0934
0117,1.9145,8,0.2247
0117,1.9145,9,0.1759
0117,1.9145,10,0.0726
0118,1.8759,1,0.109
0118,1.8759,2,0.1272
0118,1.8759,3,0.153
0118,1.8759,4,0.2677
0118,1.8759,5,0.1032
0118,1.8759,6,0.2669
0118,1.8759,7,0.0896
0118,1.8759,8,0.1306
0118,1.8759,9,0.1284
0118,1.8759,10,0.0957
0119,1.8432,1,0.0905
0119,1.8432,2,0.1425
0119,1.8432,3,0.1271
0119,1.8432,4,0.1279
0119,1.8432,5,0.1525
0119,1.8432,6,0.1621
0119,1.8432,7,0.1338
0119,1.8432,8,0.1233
0119,1.8432,9,0.1105
0119,1.8432,10,0.1141
0119,1.8432,11,0.1206
0120,1.9135,1,0.0978
0120,1.9135,2,0.1335
0120,1.9135,3,0.1336
0120,1.9135,4,0.1511
0120,1.9135,5,0.146
0120,1.9135,6,0.1222
0120,1.9135,7,0.2845
0120,1.9135,8,0.1594
0120,1.9135,9,0.2629
0121,1.8285,1,0.0737
0121,1.8285,2,0.143
0121,1.8285,3,0.0583
0121,1.8285,4,0.131
0121,1.8285,5,0.136
0121,1.8285,6,0.1385
0121,1.8285,7,0.1155
0121,1.8285,8,0.1446
0121,1.8285,9,0.1456
0121,1.8285,10,0.0441
0121,1.8285,11,0.3884
0122,1.7082,1,0.0695
0122,1.7082,2,0.132
0122,1.7082,3,0.1379
0122,1.7082,4,0.1667
0122,1.7082,5,0.148
0122,1.7082,6,0.1873
0122,1.7082,7,0.2034
0122,1.7082,8,0.1338
0122,1.7082,9,0.1196
0122,1.7082,10,0.0313
0122,1.7082,11,0.0664
0123,1.8669,1,0.0998
0123,1.8669,2,0.1438
0123,1.8669,3,0.1567
0123,1.8669,4,0.1268
0123,1.8669,5,0.1823
0123,1.8669,6,0.1757
0123,1.8669,7,0.1898
0123,1.8669,8,0.1826
0123,1.8669,9,0.151
0124,1.4585,1,0.1289
0124,1.4585,2,0.1544
0124,1.4585,3,0.1687
0124,1.4585,4,0.1321
0124,1.4585,5,0.1415
0124,1.4585,6,0.1119
0125,1.681,1,0.0801
0125,1.681,2,0.0968
0125,1.681,3,0.1212
0125,1.681,4,0.0943
0125,1.681,5,0.1461
0125,1.681,6,0.1227
0125,1.681,7,0.2699
0125,1.681,8,0.0428
0125,1.681,9,0.2098
0125,1.681,10,0.0709
0126,1.997,1,0.1074
0126,1.997,2,0.1486
0126,1.997,3,0.1835
0126,1.997,4,0.1822
0126,1.997,5,0.1695
0126,1.997,6,0.1886
0126,1.997,7,0.196
0126,1.997,8,0.1293
0126,1.997,9,0.1579
0127,2.045,1,0.1385
0127,2.045,2,0.1447
0127,2.045,3,0.1487
0127,2.045,4,0.1806
0127,2.045,5,0.1175
0127,2.045,6,0.2276
0127,2.045,7,0.1283
0127,2.045,8,0.123
0127,2.045,9,0.1769
0127,2.045,10,0.097
0128,1.5758,1,0.0658
0128,1.5758,2,0.1484
0128,1.5758,3,0.2006
0128,1.5758,4,0.1835
0128,1.5758,5,0.1796
0128,1.5758,6,0.1474
0128,1.5758,7,0.1826
0128,1.5758,8,0.0693
0128,1.5758,9,0.1075
0129,1.9247,1,0.1207
0129,1.9247,2,0.1721
0129,1.9247,3,0.186
0129,1.9247,4,0.1717
0129,1.9247,5,0.2008
0129,1.9247,6,0.1467
0129,1.9247,7,0.1595
0129,1.9247,8,0.1065
0129,1.9247,9,0.1369
0129,1.9247,10,0.0734
0130,1.7135,1,0.1009
0130,1.7135,2,0.1151
0130,1.7135,3,0.1348
0130,1.7135,4,0.1124
0130,1.7135,5,0.1709
0130,1.7135,6,0.1146
0130,1.7135,7,0.146
0130,1.7135,8,0.139
0130,1.7135,9,0.126
0130,1.7135,10,0.097
0130,1.7135,11,0.0498
0131,1.9495,1,0.1018
0131,1.9495,2,0.1399
0131,1.9495,3,0.1485
0131,1.9495,4,0.2069
0131,1.9495,5,0.1491
0131,1.9495,6,0.1821
0131,1.9495,7,0.1707
0131,1.9495,8,0.3124
0132,2.0606,1,0.0916
0132,2.0606,2,0.1126
0132,2.0606,3,0.1437
0132,2.0606,4,0.1399
0132,2.0606,5,0.1957
0132,2.0606,6,0.2096
0132,2.0606,7,0.084
0132,2.0606,8,0.3294
0132,2.0606,9,0.0506
0133,2.0775,1,0.0722
0133,2.0775,2,0.1145
0133,2.0775,3,0.1324
0133,2.0775,4,0.1549
0133,2.0775,5,0.2292
0133,2.0775,6,0.1793
0133,2.0775,7,0.1616
0133,2.0775,8,0.2132
0133,2.0775,9,0.1368
0133,2.0775,10,0.1311
0133,2.0775,11,0.1364
0134,1.9317,1,0.1499
0134,1.9317,2,0.1637
0134,1.9317,3,0.1258
0134,1.9317,4,0.2406
0134,1.9317,5,0.134
0134,1.9317,6,0.115
0134,1.9317,7,0.1271
0134,1.9317,8,0.2561
0134,1.9317,9,0.0107
0135,1.9115,1,0.14
0135,1.9115,2,0.1043
0135,1.9115,3,0.1427
0135,1.9115,4,0.1561
0135,1.9115,5,0.2805
0135,1.9115,6,0.1196
0135,1.9115,7,0.3608
0135,1.9115,8,0.0412
0136,1.3375,1,0.0651
0136,1.3375,2,0.1168
0136,1.3375,3,0.0712
0136,1.3375,4,0.1172
0136,1.3375,5,0.1093
0136,1.3375,6,0.1474
0136,1.3375,7,0.0782
0136,1.3375,8,0.1436
0136,1.3375,9,0.0551
0136,1.3375,10,0.0831
0137,1.4174,1,0.0769
0137,1.4174,2,0.0531
0137,1.4174,3,0.0722
0137,1.4174,4,0.0909
0137,1.4174,5,0.1406
0137,1.4174,6,0.1419
0137,1.4174,7,0.1071
0137,1.4174,8,0.1272
0137,1.4174,9,0.079
0138,1.622,1,0.1142
0138,1.622,2,0.0572
0138,1.622,3,0.1606
0138,1.622,4,0.1017
0138,1.622,5,0.1417
0138,1.622,6,0.1874
0138,1.622,7,0.1748
0138,1.622,8,0.0991
0139,1.8201,1,0.1399
0139,1.8201,2,0.1829
0139,1.8201,3,0.1102
0139,1.8201,4,0.1577
0139,1.8201,5,0.1084
0139,1.8201,6,0.1394
0139,1.8201,7,0.1109
0139,1.8201,8,0.0941
0139,1.8201,9,0.1044
0140,1.8187,1,0.1339
0140,1.8187,2,0.1467
0140,1.8187,3,0.1145
0140,1.8187,4,0.2161
0140,1.8187,5,0.0908
0140,1.8187,6,0.2188
0140,1.8187,7,0.0866
0140,1.8187,8,0.2062
0140,1.8187,9,0.053
0140,1.8187,10,0.0942
0141,1.8275,1,0.1351
0141,1.8275,2,0.1129
0141,1.8275,3,0.1486
0141,1.8275,4,0.1478
0141,1.8275,5,0.1177
0141,1.8275,6,0.1278
0141,1.8275,7,0.077
0141,1.8275,8,0.0784
0141,1.8275,9,0.0923
0141,1.8275,10,0.086
0141,1.8275,11,0.1329
0142,1.8071,1,0.1379
0142,1.8071,2,0.1032
0142,1.8071,3,0.1791
0142,1.8071,4,0.1237
0142,1.8071,5,0.1094
0142,1.8071,6,0.1212
0142,1.8071,7,0.1583
0142,1.8071,8,0.1162
0142,1.8071,9,0.1098
0142,1.8071,10,0.1273
0143,2.0366,1,0.0967
0143,2.0366,2,0.1354
0143,2.0366,3,0.1391
0143,2.0366,4,0.1976
0143,2.0366,5,0.1905
0143,2.0366,6,0.2017
0143,2.0366,7,0.1842
0143,2.0366,8,0.1746
0143,2.0366,9,0.116
0143,2.0366,10,0.1412
0144,2.5856,1,0.1223
0144,2.5856,2,0.124
0144,2.5856,3,0.1245
0144,2.5856,4,0.112
0144,2.5856,5,0.1483
0144,2.5856,6,0.2858
0144,2.5856,7,0.1421
0144,2.5856,8,0.3466
0144,2.5856,9,0.1765
0144,2.5856,10,0.2572
0145,1.7574,1,0.1141
0145,1.7574,2,0.0989
0145,1.7574,3,0.1291
0145,1.7574,4,0.0282
0145,1.7574,5,0.0458
0145,1.7574,6,0.1322
0145,1.7574,7,0.0885
0145,1.7574,8,0.149
0145,1.7574,9,0.1602
0145,1.7574,10,0.0916
0145,1.7574,11,0.138
0145,1.7574,12,0.076
0146,2.1232,1,0.1108
0146,2.1232,2,0.1672
0146,2.1232,3,0.1817
0146,2.1232,4,0.2211
0146,2.1232,5,0.151
0146,2.1232,6,0.1622
0146,2.1232,7,0.1685
0146,2.1232,8,0.1602
0146,2.1232,9,0.1604
0147,2.2855,1,0.1377
0147,2.2855,2,0.1187
0147,2.2855,3,0.1723
0147,2.2855,4,0.21
0147,2.2855,5,0.2108
0147,2.2855,6,0.1516
0147,2.2855,7,0.1746
0147,2.2855,8,0.189
0147,2.2855,9,0.219
0148,1.8933,1,0.0252
0148,1.8933,2,0.118
0148,1.8933,3,0.1687
0148,1.8933,4,0.1794
0148,1.8933,5,0.1636
0148,1.8933,6,0.1425
0148,1.8933,7,0.1395
0148,1.8933,8,0.1691
0148,1.8933,9,0.1518
0148,1.8933,10,0.1111
0149,2.3817,1,0.1204
0149,2.3817,2,0.1003
0149,2.3817,3,0.2721
0149,2.3817,4,0.126
0149,2.3817,5,0.2433
0149,2.3817,6,0.1276
0149,2.3817,7,0.3449
0149,2.3817,8,0.1817
0149,2.3817,9,0.2573
0149,2.3817,10,0.1079
0149,2.3817,11,0.056
0150,1.9048,1,0.0962
0150,1.9048,2,0.119
0150,1.9048,3,0.136
0150,1.9048,4,0.1324
0150,1.9048,5,0.122
0150,1.9048,6,0.0989
0150,1.9048,7,0.1459
0150,1.9048,8,0.1121
0150,1.9048,9,0.1201
0150,1.9048,10,0.1178
0151,1.9096,1,0.1096
0151,1.9096,2,0.0972
0151,1.9096,3,0.1143
0151,1.9096,4,0.1189
0151,1.9096,5,0.1585
0151,1.9096,6,0.1133
0151,1.9096,7,0.1241
0151,1.9096,8,0.099
0151,1.9096,9,0.1384
0151,1.9096,10,0.1072
0151,1.9096,11,0.0809
0151,1.9096,12,0.1204
0151,1.9096,13,0.0564
0152,1.9294,1,0.1453
0152,1.9294,2,0.1156
0152,1.9294,3,0.1341
0152,1.9294,4,0.1176
0152,1.9294,5,0.1293
0152,1.9294,6,0.1432
0152,1.9294,7,0.1276
0152,1.9294,8,0.1762
0152,1.9294,9,0.0831
0152,1.9294,10,0.1245
0153,2.0657,1,0.1142
0153,2.0657,2,0.1135
0153,2.0657,3,0.1614
0153,2.0657,4,0.1402
0153,2.0657,5,0.1513
0153,2.0657,6,0.1136
0153,2.0657,7,0.1846
0153,2.0657,8,0.1106
0153,2.0657,9,0.18
0153,2.0657,10,0.1181
0153,2.0657,11,0.1204
0153,2.0657,12,0.0571
0154,2.4066,1,0.1623
0154,2.4066,2,0.3639
0154,2.4066,3,0.1975
0154,2.4066,4,0.2974
0154,2.4066,5,0.1741
0154,2.4066,6,0.0715
0154,2.4066,7,0.1568
0154,2.4066,8,0.1069
0154,2.4066,9,0.1267
0154,2.4066,10,0.1023
0154,2.4066,11,0.1448
0154,2.4066,12,0.0193
0155,2.9009,1,0.3868
0155,2.9009,2,0.0847
0155,2.9009,3,0.2051
0155,2.9009,4,0.1119
0155,2.9009,5,0.1304
0155,2.9009,6,0.4661
0155,2.9009,7,0.2172
0155,2.9009,8,0.0751
0155,2.9009,9,0.0613
0155,2.9009,10,0.2198
0155,2.9009,11,0.1065
0155,2.9009,12,0.0265
0155,2.9009,13,0.1462
0155,2.9009,14,0.0319
0156,2.7505,1,0.1192
0156,2.7505,2,0.2429
0156,2.7505,3,0.1096
0156,2.7505,4,0.2776
0156,2.7505,5,0.1363
0156,2.7505,6,0.2519
0156,2.7505,7,0.1299
0156,2.7505,8,0.2488
0156,2.7505,9,0.1352
0156,2.7505,10,0.3011
0156,2.7505,11,0.2297
0157,2.0951,1,0.1342
0157,2.0951,2,0.1627
0157,2.0951,3,0.1319
0157,2.0951,4,0.1059
0157,2.0951,5,0.1441
0157,2.0951,6,0.1524
0157,2.0951,7,0.1047
0157,2.0951,8,0.1642
0157,2.0951,9,0.1525
0157,2.0951,10,0.052
0158,1.843,1,0.1109
0158,1.843,2,0.1257
0158,1.843,3,0.126
0158,1.843,4,0.1649
0158,1.843,5,0.2037
0158,1.843,6,0.0708
0158,1.843,7,0.1842
0158,1.843,8,0.1734
0158,1.843,9,0.0484
0159,1.9587,1,0.1016
0159,1.9587,2,0.0764
0159,1.9587,3,0.1452
0159,1.9587,4,0.1491
0159,1.9587,5,0.0822
0159,1.9587,6,0.126
0159,1.9587,7,0.2915
0159,1.9587,8,0.1474
0159,1.9587,9,0.2739
0159,1.9587,10,0.0986
0160,1.7275,1,0.0567
0160,1.7275,2,0.1636
0160,1.7275,3,0.0255
0160,1.7275,4,0.1141
0160,1.7275,5,0.1214
0160,1.7275,6,0.1517
0160,1.7275,7,0.1214
0160,1.7275,8,0.0943
0160,1.7275,9,0.1856
0160,1.7275,10,0.0523
0160,1.7275,11,0.0466
0160,1.7275,12,0.1524
0161,1.8884,1,0.112
0161,1.8884,2,0.1147
0161,1.8884,3,0.1495
0161,1.8884,4,0.1731
0161,1.8884,5,0.1733
0161,1.8884,6,0.1708
0161,1.8884,7,0.1306
0161,1.8884,8,0.2003
0161,1.8884,9,0.1041
0161,1.8884,10,0.1178
0162,2.053,1,0.1133
0162,2.053,2,0.1275
0162,2.053,3,0.1207
0162,2.053,4,0.1814
0162,2.053,5,0.1016
0162,2.053,6,0.2148
0162,2.053,7,0.1742
0162,2.053,8,0.091
0162,2.053,9,0.1973
0163,1.6731,1,0.0747
0163,1.6731,2,0.1249
0163,1.6731,3,0.1742
0163,1.6731,4,0.1392
0163,1.6731,5,0.2416
0163,1.6731,6,0.1605
0163,1.6731,7,0.1716
0163,1.6731,8,0.1252
0164,2.6081,1,0.1297
0164,2.6081,2,0.3395
0164,2.6081,3,0.1768
0164,2.6081,4,0.3863
0164,2.6081,5,0.2347
0164,2.6081,6,0.1889
0164,2.6081,7,0.2125
0164,2.6081,8,0.1857
0164,2.6081,9,0.175
0165,1.6868,1,0.1487
0165,1.6868,2,0.1858
0165,1.6868,3,0.1289
0165,1.6868,4,0.1932
0165,1.6868,5,0.1332
0165,1.6868,6,0.1672
0165,1.6868,7,0.0457
0165,1.6868,8,0.1662
0165,1.6868,9,0.145
0166,1.7784,1,0.0784
0166,1.7784,2,0.1528
0166,1.7784,3,0.1358
0166,1.7784,4,0.1669
0166,1.7784,5,0.4237
0166,1.7784,6,0.2683
0166,1.7784,7,0.0796
0166,1.7784,8,0.1982
0167,1.2596,1,0.0788
0167,1.2596,2,0.1113
0167,1.2596,3,0.1084
0167,1.2596,4,0.1751
0167,1.2596,5,0.1493
0167,1.2596,6,0.1185
0167,1.2596,7,0.1185
0167,1.2596,8,0.031
0168,2.1706,1,0.1425
0168,2.1706,2,0.1001
0168,2.1706,3,0.1208
0168,2.1706,4,0.0906
0168,2.1706,5,0.1472
0168,2.1706,6,0.1538
0168,2.1706,7,0.1252
0168,2.1706,8,0.1207
0168,2.1706,9,0.0936
0168,2.1706,10,0.1272
0168,2.1706,11,0.2959
0168,2.1706,12,0.1884
0169,2.3005,1,0.1439
0169,2.3005,2,0.1746
0169,2.3005,3,0.1411
0169,2.3005,4,0.1289
0169,2.3005,5,0.1809
0169,2.3005,6,0.1292
0169,2.3005,7,0.1517
0169,2.3005,8,0.1371
0169,2.3005,9,0.1406
0169,2.3005,10,0.3564
0170,2.1043,1,0.1043
0170,2.1043,2,0.1603
0170,2.1043,3,0.2197
0170,2.1043,4,0.1853
0170,2.1043,5,0.1715
0170,2.1043,6,0.2567
0170,2.1043,7,0.1028
0170,2.1043,8,0.2592
0170,2.1043,9,0.0865
0170,2.1043,10,0.0751
0171,1.973,1,0.0492
0171,1.973,2,0.1375
0171,1.973,3,0.129
0171,1.973,4,0.293
0171,1.973,5,0.2055
0171,1.973,6,0.194
0171,1.973,7,0.1635
0171,1.973,8,0.1329
0171,1.973,9,0.1439
0171,1.973,10,0.0854
0172,2.0507,1,0.0983
0172,2.0507,2,0.1306
0172,2.0507,3,0.1749
0172,2.0507,4,0.1668
0172,2.0507,5,0.1871
0172,2.0507,6,0.1247
0172,2.0507,7,0.1815
0172,2.0507,8,0.1206
0172,2.0507,9,0.1175
0172,2.0507,10,0.1412
0173,1.8827,1,0.1182
0173,1.8827,2,0.1357
0173,1.8827,3,0.1518
0173,1.8827,4,0.1507
0173,1.8827,5,0.1676
0173,1.8827,6,0.1411
0173,1.8827,7,0.1725
0173,1.8827,8,0.0981
0173,1.8827,9,0.1747
0173,1.8827,10,0.0863
0174,2.1266,1,0.1132
0174,2.1266,2,0.0886
0174,2.1266,3,0.1536
0174,2.1266,4,0.1473
0174,2.1266,5,0.1808
0174,2.1266,6,0.1766
0174,2.1266,7,0.1743
0174,2.1266,8,0.2243
0174,2.1266,9,0.1181
0174,2.1266,10,0.2755
0174,2.1266,11,0.0753
0175,2.2195,1,0.155
0175,2.2195,2,0.0633
0175,2.2195,3,0.1216
0175,2.2195,4,0.1279
0175,2.2195,5,0.3076
0175,2.2195,6,0.1253
0175,2.2195,7,0.0771
0175,2.2195,8,0.3312
0175,2.2195,9,0.1372
0175,2.2195,10,0.3213
0176,1.822,1,0.1036
0176,1.822,2,0.099
0176,1.822,3,0.0743
0176,1.822,4,0.1327
0176,1.822,5,0.12
0176,1.822,6,0.1745
0176,1.822,7,0.0971
0176,1.822,8,0.1484
0176,1.822,9,0.0938
0176,1.822,10,0.1087
0177,3.187,1,0.3012
0177,3.187,2,0.1905
0177,3.187,3,0.179
0177,3.187,4,0.2747
0177,3.187,5,0.1553
0177,3.187,6,0.5358
0177,3.187,7,0.1546
0177,3.187,8,0.3542
0177,3.187,9,0.1683
0178,2.7707,1,0.0883
0178,2.7707,2,0.1813
0178,2.7707,3,0.1641
0178,2.7707,4,0.3125
0178,2.7707,5,0.1319
0178,2.7707,6,0.4743
0178,2.7707,7,0.1355
0178,2.7707,8,0.338
0178,2.7707,9,0.1572
0178,2.7707,10,0.1563
0178,2.7707,11,0.0801
0179,2.5018,1,0.1367
0179,2.5018,2,0.1214
0179,2.5018,3,0.1487
0179,2.5018,4,0.1741
0179,2.5018,5,0.1572
0179,2.5018,6,0.1383
0179,2.5018,7,0.1168
0179,2.5018,8,0.2734
0179,2.5018,9,0.124
0179,2.5018,10,0.3465
0179,2.5018,11,0.1103
0180,2.0114,1,0.1428
0180,2.0114,2,0.1761
0180,2.0114,3,0.1617
0180,2.0114,4,0.1647
0180,2.0114,5,0.1543
0180,2.0114,6,0.1545
0180,2.0114,7,0.1393
0180,2.0114,8,0.1213
0180,2.0114,9,0.1272
0180,2.0114,10,0.1616
0181,1.9291,1,0.1219
0181,1.9291,2,0.1217
0181,1.9291,3,0.1279
0181,1.9291,4,0.0937
0181,1.9291,5,0.1848
0181,1.9291,6,0.1334
0181,1.9291,7,0.2199
0181,1.9291,8,0.0831
0181,1.9291,9,0.2035
0181,1.9291,10,0.0878
0181,1.9291,11,0.0963
0182,2.0491,1,0.1418
0182,2.0491,2,0.1887
0182,2.0491,3,0.1898
0182,2.0491,4,0.1824
0182,2.0491,5,0.1724
0182,2.0491,6,0.1311
0182,2.0491,7,0.1691
0182,2.0491,8,0.1683
0182,2.0491,9,0.1389
0183,2.6606,1,0.1276
0183,2.6606,2,0.1564
0183,2.6606,3,0.1609
0183,2.6606,4,0.1766
0183,2.6606,5,0.2136
0183,2.6606,6,0.1674
0183,2.6606,7,0.5504
0183,2.6606,8,0.2138
0184,2.3348,1,0.1172
0184,2.3348,2,0.1325
0184,2.3348,3,0.1349
0184,2.3348,4,0.168
0184,2.3348,5,0.1746
0184,2.3348,6,0.2071
0184,2.3348,7,0.14
0184,2.3348,8,0.1669
0184,2.3348,9,0.2479
0184,2.3348,10,0.1069
0184,2.3348,11,0.2145
0185,2.056,1,0.076
0185,2.056,2,0.2071
0185,2.056,3,0.1516
0185,2.056,4,0.1252
0185,2.056,5,0.2313
0185,2.056,6,0.1461
0185,2.056,7,0.191
0185,2.056,8,0.1881
0185,2.056,9,0.1222
0185,2.056,10,0.2054
0186,2.1717,1,0.144
0186,2.1717,2,0.1309
0186,2.1717,3,0.159
0186,2.1717,4,0.1894
0186,2.1717,5,0.1785
0186,2.1717,6,0.223
0186,2.1717,7,0.1879
0186,2.1717,8,0.1565
0186,2.1717,9,0.128
0186,2.1717,10,0.3203
0187,2.0194,1,0.1051
0187,2.0194,2,0.1305
0187,2.0194,3,0.1173
0187,2.0194,4,0.186
0187,2.0194,5,0.155
0187,2.0194,6,0.1939
0187,2.0194,7,0.0791
0187,2.0194,8,0.2472
0187,2.0194,9,0.1862
0188,2.3576,1,0.1343
0188,2.3576,2,0.2465
0188,2.3576,3,0.09
0188,2.3576,4,0.28
0188,2.3576,5,0.0291
0188,2.3576,6,0.1229
0188,2.3576,7,0.1791
0188,2.3576,8,0.1313
0188,2.3576,9,0.0631
0188,2.3576,10,0.2763
0188,2.3576,11,0.3419
0189,1.5852,1,0.1435
0189,1.5852,2,0.1018
0189,1.5852,3,0.0615
0189,1.5852,4,0.0529
0189,1.5852,5,0.1205
0189,1.5852,6,0.1346
0189,1.5852,7,0.1175
0189,1.5852,8,0.6345
0190,2.4228,1,0.2303
0190,2.4228,2,0.1817
0190,2.4228,3,0.1529
0190,2.4228,4,0.1397
0190,2.4228,5,0.3621
0190,2.4228,6,0.1616
0190,2.4228,7,0.339
0190,2.4228,8,0.0901
0191,2.5015,1,0.1517
0191,2.5015,2,0.2726
0191,2.5015,3,0.1559
0191,2.5015,4,0.1283
0191,2.5015,5,0.2439
0191,2.5015,6,0.1124
0191,2.5015,7,0.2345
0191,2.5015,8,0.081
0191,2.5015,9,0.1846
0191,2.5015,10,0.1091
0192,2.1279,1,0.107
0192,2.1279,2,0.1206
0192,2.1279,3,0.1899
0192,2.1279,4,0.0736
0192,2.1279,5,0.1604
0192,2.1279,6,0.1707
0192,2.1279,7,0.1089
0192,2.1279,8,0.1872
0192,2.1279,9,0.0998
0192,2.1279,10,0.0703
0192,2.1279,11,0.0848
0192,2.1279,12,0.091
0193,2.0804,1,0.1465
0193,2.0804,2,0.0926
0193,2.0804,3,0.1482
0193,2.0804,4,0.12
0193,2.0804,5,0.1241
0193,2.0804,6,0.0851
0193,2.0804,7,0.1737
0193,2.0804,8,0.0921
0193,2.0804,9,0.1703
0193,2.0804,10,0.059
0194,1.5989,1,0.075
0194,1.5989,2,0.0948
0194,1.5989,3,0.1252
0194,1.5989,4,0.073
0194,1.5989,5,0.1045
0194,1.5989,6,0.1844
0194,1.5989,7,0.0482
0194,1.5989,8,0.2024
0194,1.5989,9,0.2126
0195,2.2061,1,0.1533
0195,2.2061,2,0.1467
0195,2.2061,3,0.1554
0195,2.2061,4,0.1702
0195,2.2061,5,0.2346
0195,2.2061,6,0.1537
0195,2.2061,7,0.1451
0195,2.2061,8,0.1687
0195,2.2061,9,0.1381
0195,2.2061,10,0.1417
0196,2.2434,1,0.1222
0196,2.2434,2,0.1727
0196,2.2434,3,0.1467
0196,2.2434,4,0.1216
0196,2.2434,5,0.1233
0196,2.2434,6,0.0371
0196,2.2434,7,0.2627
0196,2.2434,8,0.1098
0196,2.2434,9,0.1405
0196,2.2434,10,0.2662
0196,2.2434,11,0.2188
0197,2.3675,1,0.1456
0197,2.3675,2,0.1492
0197,2.3675,3,0.1022
0197,2.3675,4,0.1414
0197,2.3675,5,0.1146
0197,2.3675,6,0.1906
0197,2.3675,7,0.0331
0197,2.3675,8,0.0891
0197,2.3675,9,0.3215
0197,2.3675,10,0.1429
0198,2.6496,1,0.188
0198,2.6496,2,0.1024
0198,2.6496,3,0.1638
0198,2.6496,4,0.0768
0198,2.6496,5,0.0539
0198,2.6496,6,0.1556
0198,2.6496,7,0.0694
0198,2.6496,8,0.3
0198,2.6496,9,0.1004
0198,2.6496,10,0.3282
0198,2.6496,11,0.1072
0199,2.315,1,0.1882
0199,2.315,2,0.1353
0199,2.315,3,0.0847
0199,2.315,4,0.0782
0199,2.315,5,0.1015
0199,2.315,6,0.1015
0199,2.315,7,0.2102
0199,2.315,8,0.1052
0199,2.315,9,0.281
0199,2.315,10,0.0556
0200,1.9169,1,0.1181
0200,1.9169,2,0.1208
0200,1.9169,3,0.1057
0200,1.9169,4,0.1267
0200,1.9169,5,0.102
0200,1.9169,6,0.1268
0200,1.9169,7,0.1087
0200,1.9169,8,0.1229
0200,1.9169,9,0.1376
0200,1.9169,10,0.0837
0200,1.9169,11,0.1009
0200,1.9169,12,0.0914
0200,1.9169,13,0.1167
0201,2.117,1,0.0879
0201,2.117,2,0.093
0201,2.117,3,0.1517
0201,2.117,4,0.1514
0201,2.117,5,0.1824
0201,2.117,6,0.249
0201,2.117,7,0.1981
